Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9851764175551972,0.021911633329394484,0.4797611670563734,0.465075956726922,22.619541933186596,0.8213267437064312
2,0.9335823771017026,0.00818567604656287,0.4897876044670138,0.4234511465924254,23.818843211563685,0.8418293890189117
3,0.8570132718433436,0.006585577313070365,0.5234680842629728,0.38074736366144,24.25510030980801,0.8631242846309299
4,0.7700808061882237,0.005923328794698853,0.5762929847807134,0.34668717225320667,24.479812468635387,0.8691482811536587
5,0.6911450563990615,0.0054637499693783245,0.625598765994884,0.3170963069777326,24.903726610918426,0.874302341799501
6,0.6458025315436673,0.005307802206118138,0.6540003924323375,0.2998417663575569,25.002049649285006,0.8751691820388529
7,0.6400040333706503,0.005246422815179534,0.6571322682489424,0.29715445374810756,25.033020603246115,0.8764821425814864
8,0.6343339841453017,0.0052624858824371476,0.6606255047130445,0.2950725928632336,25.055019262605406,0.8783349886169316
9,0.6288578691440427,0.005325796605331325,0.6643094701953793,0.29320759469055396,25.011458828908467,0.8763131010280528
10,0.6272867799561178,0.005172019534105336,0.6653157975986581,0.29269986940448056,25.061043902814983,0.8776375322379697
11,0.6222609377652492,0.005112084925939091,0.667258300276119,0.28953334763722055,25.100223233487124,0.8797128609263561
12,0.6210416964288071,0.0051829758240052376,0.6674955806366626,0.28853620478931685,25.091637445413827,0.8789112087549038
13,0.6195463416341773,0.005122100286436316,0.6682665877549568,0.2878169770817729,25.101678956909698,0.8778929964075206
14,0.6175348481428933,0.005187694075383527,0.6703858367854911,0.28792914128252234,25.10868212688029,0.8784573049822324
15,0.6187605251340982,0.005185872808966945,0.6694402210764538,0.288211946872282,25.086967851333664,0.8795412728484248
16,0.6184754386896888,0.005132836508060022,0.6700927186776309,0.2885705045355958,25.102853007804246,0.879708964220235
17,0.6165590434068462,0.0051800448284740185,0.6707449816331873,0.28731232195124057,25.11034994759942,0.8797516009284997
18,0.6211223822327921,0.005190565785499212,0.6691688371938456,0.29029893618304414,25.11516182599155,0.8796083789686082
19,0.6167616985646316,0.0051135059648369854,0.670198117548714,0.28695768815800743,25.12519476250324,0.8788950408376018
20,0.6179724750830895,0.005141651498006372,0.6706756512328514,0.2886700466411892,25.12547450448679,0.8792227985153735
21,0.6166129198299504,0.005175649019985608,0.6719841881498125,0.2885984259909296,25.129707524814723,0.8785955220670767
22,0.6154190603124368,0.005164152717755863,0.6718870206255022,0.2873059462149731,25.129245393857957,0.8794530121163583
23,0.6158559243793248,0.005086005760856456,0.6711030428588572,0.2869583563833784,25.130464483451384,0.879229172408371
24,0.6179629708724118,0.005096274443730491,0.6717741456337956,0.2897398437004966,25.12707727815755,0.8791201475115729
25,0.6152863276124932,0.00516667348077383,0.6721369702566818,0.28742348573078536,25.121594785375528,0.8789901297906755
26,0.6174362899290315,0.005080582527923612,0.6710351043562295,0.28847269279380955,25.131240828948755,0.8796605864985728
27,0.6158438350373817,0.005086263733571234,0.671904365536635,0.2877478694985966,25.108990319404448,0.879465349569497
28,0.6182067460198997,0.005151103368323655,0.6709549112574267,0.2891631676992519,25.132765461989635,0.879340283231626
29,0.6175033829177361,0.005132432720665989,0.6709110718623332,0.28841552185574904,25.12568623316342,0.8778715902860735
30,0.615504023861661,0.005151405770166259,0.6713738263618526,0.2868786989231907,25.132050374099357,0.8785250157275251
31,0.6159122599276798,0.005067394358908408,0.6711364646700929,0.2870488249253962,25.117161701209106,0.8792063351982916
32,0.6165641978351004,0.005120695233045524,0.6709946871694764,0.2875592587535749,25.114457304557032,0.8801497269264409
33,0.6157549679475063,0.005117173550837986,0.6720602665977751,0.28781710670888255,25.13690041749347,0.8792422164598821
34,0.6136794963383537,0.005115811955599259,0.6722114457912399,0.2858898111599756,25.136254247446814,0.8795786531720783
35,0.6149349069355056,0.005102065806615098,0.6725406470837105,0.28747642354778385,25.133328830919446,0.8793936237220613
36,0.6169301067536853,0.0051141202190576425,0.6712356837591436,0.2881669955849715,25.13328737335945,0.87949280480159
37,0.615316570183116,0.005144906349283151,0.6712391955803102,0.28655771324108364,25.12663440670432,0.8794694524258375
38,0.6154404938619197,0.005138867433033036,0.6715526301314642,0.28699451341403326,25.121714601767454,0.8793660581216846
39,0.6165459626070061,0.005046483640114079,0.6723925041971519,0.28893975206348016,25.13538089190866,0.8792381950877082
40,0.6159198128236216,0.005184296936293668,0.6718976619208255,0.2878186129731293,25.132424803762774,0.879935644698185
41,0.6143701337712387,0.005209590621428003,0.6721791642571532,0.2865498657270299,25.139805167270914,0.8799402140815493
42,0.6160691594661747,0.0051443442010893695,0.6710049635677426,0.2870744696803844,25.128766125131982,0.8810194335405676
43,0.614426858831999,0.005105741052272339,0.6716103559441534,0.2860368274910752,25.138626044704434,0.879923297958055
44,0.6144162541323482,0.0051432425864825475,0.6724868605231634,0.2869064042939698,25.134342792136856,0.8801571711320693
45,0.614473945860171,0.0050540444528777454,0.673486215418158,0.2879582064707381,25.133697054231163,0.8793138459744588
46,0.6138774568288624,0.005152629412866327,0.6719371446152801,0.285814247916582,25.135370329324964,0.879426003551819
47,0.615671111063028,0.005156763576501805,0.6710226781478137,0.28669569327247846,25.136515001424367,0.8804140957203549
48,0.6178660136686016,0.005089658483451159,0.671485786724976,0.28935359977080266,25.140742554363783,0.8791149471899573
49,0.616424194887127,0.005139876461984694,0.6702443050063894,0.2866707229928783,25.134698740012862,0.8797454921345056
50,0.6173296747546735,0.005071554986510922,0.6709781968233175,0.2883097549558509,25.140016604282064,0.8798649733177792
